filename,label
LA_E_9825324_bonafide,0
LA_E_4156288_bonafide,0
LA_E_8077575_spoof_A11,1
LA_E_7984621_bonafide,0
LA_E_5156636_bonafide,0
LA_E_4392291_spoof_A11,1
LA_E_1663035_bonafide,0
LA_E_2049610_bonafide,0
LA_E_7866716_bonafide,0
LA_E_3106565_spoof_A17,1
LA_E_2676161_bonafide,0
LA_E_8093253_spoof_A09,1
LA_E_1318766_spoof_A19,1
LA_E_8051601_spoof_A10,1
LA_E_4263333_spoof_A13,1
LA_E_5312803_spoof_A18,1
LA_E_6001685_bonafide,0
LA_E_2801699_bonafide,0
LA_E_1313266_spoof_A08,1
LA_E_5215784_bonafide,0
LA_E_3479695_spoof_A13,1
LA_E_2726052_spoof_A17,1
LA_E_6703575_bonafide,0
LA_E_5346378_spoof_A17,1
LA_E_8814986_bonafide,0
LA_E_5591613_spoof_A15,1
LA_E_6090736_spoof_A13,1
LA_E_6328759_bonafide,0
LA_E_5215218_bonafide,0
LA_E_1990865_spoof_A15,1
LA_E_2028322_bonafide,0
LA_E_1169280_bonafide,0
LA_E_9646306_bonafide,0
LA_E_3291988_spoof_A08,1
LA_E_1951792_bonafide,0
LA_E_5873910_bonafide,0
LA_E_7782480_spoof_A18,1
LA_E_1723838_spoof_A15,1
LA_E_5654105_spoof_A07,1
LA_E_6225530_spoof_A13,1
LA_E_2578590_bonafide,0
LA_E_9295590_bonafide,0
LA_E_8108581_bonafide,0
LA_E_5364340_spoof_A12,1
LA_E_6947020_spoof_A13,1
LA_E_1639554_spoof_A13,1
LA_E_9892061_spoof_A08,1
LA_E_1016280_spoof_A13,1
LA_E_2979068_spoof_A08,1
LA_E_4292377_spoof_A16,1
LA_E_4404500_bonafide,0
LA_E_1928739_spoof_A09,1
LA_E_5875942_bonafide,0
LA_E_3017866_spoof_A18,1
LA_E_3090588_spoof_A09,1
LA_E_9120132_spoof_A14,1
LA_E_3140826_spoof_A19,1
LA_E_9057190_bonafide,0
LA_E_1243550_bonafide,0
LA_E_9340727_spoof_A19,1
LA_E_3170441_bonafide,0
LA_E_7267098_bonafide,0
LA_E_4377807_spoof_A19,1
LA_E_9288764_bonafide,0
LA_E_8403814_bonafide,0
LA_E_4232439_bonafide,0
LA_E_2878905_spoof_A18,1
LA_E_9763902_bonafide,0
LA_E_7260329_bonafide,0
LA_E_2484695_spoof_A12,1
LA_E_2538556_bonafide,0
LA_E_8321755_spoof_A10,1
LA_E_3264244_bonafide,0
LA_E_3887598_spoof_A15,1
LA_E_6011449_bonafide,0
LA_E_2260563_spoof_A18,1
LA_E_2102728_spoof_A13,1
LA_E_9565294_bonafide,0
LA_E_5651802_bonafide,0
LA_E_4870097_spoof_A09,1
LA_E_7105640_bonafide,0
LA_E_7239204_bonafide,0
LA_E_7797188_spoof_A10,1
LA_E_9104633_spoof_A12,1
LA_E_9023948_spoof_A13,1
LA_E_6476053_bonafide,0
LA_E_9269932_bonafide,0
LA_E_3832215_spoof_A19,1
LA_E_3398090_spoof_A13,1
LA_E_1239200_spoof_A13,1
LA_E_7282185_spoof_A13,1
LA_E_6502415_bonafide,0
LA_E_4156068_bonafide,0
LA_E_2790439_bonafide,0
LA_E_2235901_bonafide,0
LA_E_9435608_spoof_A16,1
LA_E_2433261_bonafide,0
LA_E_8990676_spoof_A17,1
LA_E_6661039_bonafide,0
LA_E_7301511_spoof_A19,1
LA_E_8969012_bonafide,0
LA_E_3783131_bonafide,0
LA_E_9411047_spoof_A11,1
LA_E_7632803_bonafide,0
LA_E_6890294_spoof_A17,1
LA_E_6293667_spoof_A17,1
LA_E_1903191_bonafide,0
LA_E_1370800_bonafide,0
LA_E_8659902_bonafide,0
LA_E_4965631_bonafide,0
LA_E_4028691_spoof_A18,1
LA_E_1216265_bonafide,0
LA_E_9236803_bonafide,0
LA_E_6741330_spoof_A15,1
LA_E_3541061_bonafide,0
LA_E_8093200_spoof_A19,1
LA_E_5348286_spoof_A11,1
LA_E_1616928_bonafide,0
LA_E_1350882_bonafide,0
LA_E_9497523_spoof_A07,1
LA_E_9008877_bonafide,0
LA_E_3124660_spoof_A11,1
LA_E_1753743_bonafide,0
LA_E_5560200_bonafide,0
LA_E_4114636_bonafide,0
LA_E_4804313_bonafide,0
LA_E_2651841_bonafide,0
LA_E_3267580_spoof_A12,1
LA_E_3111623_spoof_A16,1
LA_E_2937869_bonafide,0
LA_E_6527713_bonafide,0
LA_E_4115637_bonafide,0
LA_E_5550841_spoof_A14,1
LA_E_6899564_spoof_A08,1
LA_E_7313924_spoof_A16,1
LA_E_5377232_spoof_A09,1
LA_E_7180384_bonafide,0
LA_E_2188809_bonafide,0
LA_E_4319734_spoof_A07,1
LA_E_3479038_spoof_A16,1
LA_E_3795142_spoof_A16,1
LA_E_6047152_spoof_A09,1
LA_E_8851404_bonafide,0
LA_E_5981964_spoof_A19,1
LA_E_7950056_spoof_A12,1
LA_E_8199218_spoof_A18,1
LA_E_1676112_spoof_A15,1
LA_E_8118874_bonafide,0
LA_E_9416203_spoof_A10,1
LA_E_8219414_bonafide,0
LA_E_8170881_bonafide,0
LA_E_5253618_spoof_A13,1
LA_E_6001525_bonafide,0
LA_E_6656146_spoof_A19,1
LA_E_3366489_spoof_A07,1
LA_E_2382777_spoof_A17,1
LA_E_1623078_spoof_A12,1
LA_E_6261483_bonafide,0
LA_E_5079212_spoof_A16,1
LA_E_4470995_bonafide,0
LA_E_9055452_spoof_A09,1
LA_E_7617702_bonafide,0
LA_E_6911740_spoof_A11,1
LA_E_6982438_bonafide,0
LA_E_8895135_spoof_A12,1
LA_E_8445242_bonafide,0
LA_E_8100106_spoof_A10,1
LA_E_3445486_bonafide,0
LA_E_8357084_bonafide,0
LA_E_7969213_bonafide,0
LA_E_3939546_bonafide,0
LA_E_9489707_spoof_A13,1
LA_E_2811963_spoof_A14,1
LA_E_4605793_bonafide,0
LA_E_4639601_bonafide,0
LA_E_7573921_bonafide,0
LA_E_6535332_bonafide,0
LA_E_9342797_bonafide,0
LA_E_9190045_bonafide,0
LA_E_6561636_spoof_A16,1
LA_E_4489254_spoof_A12,1
LA_E_6488911_bonafide,0
LA_E_3506812_bonafide,0
LA_E_3537845_spoof_A07,1
LA_E_8946234_spoof_A14,1
LA_E_9246681_spoof_A07,1
LA_E_8282524_spoof_A07,1
LA_E_1750680_bonafide,0
LA_E_4139560_bonafide,0
LA_E_7668503_spoof_A14,1
LA_E_6731982_bonafide,0
LA_E_9401966_spoof_A17,1
LA_E_2833366_spoof_A11,1
LA_E_8157957_spoof_A17,1
LA_E_4562708_bonafide,0
LA_E_8052268_bonafide,0
LA_E_2769409_spoof_A11,1
LA_E_4924002_bonafide,0
LA_E_3297652_bonafide,0
LA_E_1695299_spoof_A16,1
LA_E_6082357_spoof_A19,1
LA_E_7862687_bonafide,0
LA_E_9979185_bonafide,0
LA_E_4826136_spoof_A09,1
LA_E_1500066_bonafide,0
LA_E_2710897_spoof_A08,1
LA_E_3607007_spoof_A14,1
LA_E_3633167_spoof_A11,1
LA_E_1471269_bonafide,0
LA_E_1402185_bonafide,0
LA_E_1231345_bonafide,0
LA_E_9696731_spoof_A08,1
LA_E_6254796_bonafide,0
LA_E_2181584_spoof_A09,1
LA_E_6579664_bonafide,0
LA_E_8787864_spoof_A14,1
LA_E_3556859_spoof_A18,1
LA_E_8992211_bonafide,0
LA_E_3519412_spoof_A18,1
LA_E_1607461_bonafide,0
LA_E_6440091_spoof_A16,1
LA_E_8251890_spoof_A17,1
LA_E_8485268_bonafide,0
LA_E_7796884_bonafide,0
LA_E_7664211_spoof_A15,1
LA_E_7566841_bonafide,0
LA_E_7638271_spoof_A16,1
LA_E_2648590_bonafide,0
LA_E_6171281_bonafide,0
LA_E_6606295_bonafide,0
LA_E_6371368_spoof_A16,1
LA_E_7610871_spoof_A19,1
LA_E_9580036_spoof_A08,1
LA_E_5168769_bonafide,0
LA_E_4188484_spoof_A12,1
LA_E_1011807_bonafide,0
LA_E_2655465_spoof_A12,1
LA_E_8892674_bonafide,0
LA_E_1859663_spoof_A15,1
LA_E_2131280_bonafide,0
LA_E_8856110_bonafide,0
LA_E_2824959_bonafide,0
LA_E_2921332_bonafide,0
LA_E_2881784_bonafide,0
LA_E_5792044_spoof_A15,1
LA_E_5285064_bonafide,0
LA_E_5137050_bonafide,0
LA_E_5858403_bonafide,0
LA_E_1563968_spoof_A10,1
LA_E_6681496_spoof_A19,1
LA_E_9168780_spoof_A15,1
LA_E_5628489_spoof_A18,1
LA_E_2841982_bonafide,0
LA_E_2876321_bonafide,0
LA_E_4851285_spoof_A17,1
LA_E_9482564_bonafide,0
LA_E_8330302_bonafide,0
LA_E_1598102_bonafide,0
LA_E_4173552_bonafide,0
LA_E_5231295_bonafide,0
LA_E_4075497_bonafide,0
LA_E_4746357_spoof_A13,1
LA_E_1290179_spoof_A08,1
LA_E_1516957_spoof_A10,1
LA_E_2755462_spoof_A12,1
LA_E_5953449_bonafide,0
LA_E_6500628_spoof_A10,1
LA_E_2253129_bonafide,0
LA_E_1745462_bonafide,0
LA_E_1070257_bonafide,0
LA_E_3097677_spoof_A07,1
LA_E_2125541_bonafide,0
LA_E_8301788_bonafide,0
LA_E_4980509_spoof_A14,1
LA_E_1986600_spoof_A14,1
LA_E_4803634_spoof_A16,1
LA_E_3705845_spoof_A12,1
LA_E_1942975_bonafide,0
LA_E_3805899_spoof_A18,1
LA_E_8307936_spoof_A13,1
LA_E_2461022_bonafide,0
LA_E_7710028_bonafide,0
LA_E_9048963_spoof_A18,1
LA_E_6638292_spoof_A17,1
LA_E_3097042_spoof_A09,1
LA_E_1212248_bonafide,0
LA_E_1858896_spoof_A19,1
LA_E_3918525_bonafide,0
LA_E_4101783_spoof_A19,1
LA_E_6690917_spoof_A15,1
LA_E_9932449_bonafide,0
LA_E_1668966_bonafide,0
LA_E_1315683_spoof_A14,1
LA_E_2295832_spoof_A18,1
LA_E_1691952_bonafide,0
LA_E_1529479_spoof_A19,1
LA_E_6873146_spoof_A10,1
LA_E_5962916_bonafide,0
LA_E_9290704_spoof_A19,1
LA_E_7831898_bonafide,0
LA_E_5742841_bonafide,0
LA_E_3779448_bonafide,0
LA_E_7681319_bonafide,0
LA_E_1843915_spoof_A16,1
LA_E_5638524_bonafide,0
LA_E_4610908_bonafide,0
LA_E_4021725_spoof_A11,1
LA_E_2711298_spoof_A16,1
LA_E_2340076_bonafide,0
LA_E_9893915_spoof_A11,1
LA_E_8885186_bonafide,0
LA_E_4660937_bonafide,0
LA_E_2877092_bonafide,0
LA_E_1636735_spoof_A14,1
LA_E_8195769_spoof_A14,1
LA_E_9021583_spoof_A12,1
LA_E_1422257_spoof_A14,1
LA_E_1444758_bonafide,0
LA_E_8669009_spoof_A14,1
LA_E_2484416_spoof_A16,1
LA_E_5112246_bonafide,0
LA_E_1300185_spoof_A14,1
LA_E_1367667_spoof_A12,1
LA_E_8313781_bonafide,0
LA_E_9591302_spoof_A15,1
LA_E_5199825_bonafide,0
LA_E_2505571_spoof_A09,1
LA_E_2275528_bonafide,0
LA_E_3033183_spoof_A15,1
LA_E_3605561_spoof_A08,1
LA_E_3846836_spoof_A18,1
LA_E_5636823_spoof_A17,1
LA_E_6690636_bonafide,0
LA_E_4495799_bonafide,0
LA_E_4621814_spoof_A07,1
LA_E_3366977_bonafide,0
LA_E_8522300_bonafide,0
LA_E_3821427_spoof_A11,1
LA_E_5753236_bonafide,0
LA_E_9539212_spoof_A11,1
LA_E_9926884_spoof_A13,1
LA_E_9283613_spoof_A17,1
LA_E_2352593_spoof_A12,1
LA_E_6328083_spoof_A13,1
LA_E_9873836_spoof_A19,1
LA_E_9366516_spoof_A09,1
LA_E_5850811_spoof_A16,1
LA_E_3840546_bonafide,0
LA_E_3002135_bonafide,0
LA_E_6134868_bonafide,0
LA_E_3021853_bonafide,0
LA_E_2386709_bonafide,0
LA_E_9046010_bonafide,0
LA_E_4952867_bonafide,0
LA_E_4581379_bonafide,0
LA_E_7471680_bonafide,0
LA_E_2239510_bonafide,0
LA_E_8943505_spoof_A15,1
LA_E_3849093_bonafide,0
LA_E_5626107_spoof_A13,1
LA_E_7620884_bonafide,0
LA_E_2268477_bonafide,0
LA_E_8807631_spoof_A11,1
LA_E_5490861_bonafide,0
LA_E_5562740_bonafide,0
LA_E_4004187_spoof_A10,1
LA_E_2847669_spoof_A09,1
LA_E_1296422_spoof_A12,1
LA_E_3662025_bonafide,0
LA_E_5420381_spoof_A14,1
LA_E_9162077_spoof_A09,1
LA_E_7700685_bonafide,0
LA_E_9605186_bonafide,0
LA_E_3189246_spoof_A08,1
LA_E_5755456_bonafide,0
LA_E_3998286_bonafide,0
LA_E_5811492_spoof_A10,1
LA_E_4688494_spoof_A13,1
LA_E_6636246_bonafide,0
LA_E_5016775_bonafide,0
LA_E_1163404_bonafide,0
LA_E_9006627_bonafide,0
LA_E_8065085_bonafide,0
LA_E_2888211_spoof_A11,1
LA_E_2217249_bonafide,0
LA_E_7775814_spoof_A14,1
LA_E_8374049_bonafide,0
LA_E_6822908_spoof_A19,1
LA_E_5572640_bonafide,0
LA_E_8733829_bonafide,0
LA_E_6056458_spoof_A14,1
LA_E_5746473_bonafide,0
LA_E_2567147_bonafide,0
LA_E_5212612_spoof_A08,1
LA_E_3508317_spoof_A17,1
LA_E_7880698_bonafide,0
LA_E_2026090_spoof_A10,1
LA_E_8729915_spoof_A16,1
LA_E_2082186_bonafide,0
LA_E_1890381_bonafide,0
LA_E_2712148_bonafide,0
LA_E_7885470_spoof_A16,1
LA_E_3347619_spoof_A07,1
LA_E_1748480_bonafide,0
LA_E_8212125_spoof_A10,1
LA_E_4817553_bonafide,0
LA_E_7884603_bonafide,0
LA_E_4887012_bonafide,0
LA_E_3152710_spoof_A19,1
LA_E_9440155_spoof_A17,1
LA_E_5017602_spoof_A19,1
LA_E_3841855_bonafide,0
LA_E_2645554_spoof_A10,1
LA_E_3734696_spoof_A15,1
LA_E_7690394_spoof_A17,1
LA_E_4361117_bonafide,0
LA_E_8059847_spoof_A16,1
LA_E_4699279_spoof_A17,1
LA_E_4928841_bonafide,0
LA_E_4993966_spoof_A14,1
LA_E_3132341_spoof_A14,1
LA_E_5263265_bonafide,0
LA_E_1676442_spoof_A08,1
LA_E_9675420_bonafide,0
LA_E_6366783_bonafide,0
LA_E_3593479_bonafide,0
LA_E_9689977_bonafide,0
LA_E_1625712_bonafide,0
LA_E_7439950_bonafide,0
LA_E_9280037_bonafide,0
LA_E_9146742_bonafide,0
LA_E_5714850_spoof_A13,1
LA_E_7518630_bonafide,0
LA_E_8845918_bonafide,0
LA_E_4264368_spoof_A08,1
LA_E_6491607_spoof_A11,1
LA_E_3771356_bonafide,0
LA_E_2478039_bonafide,0
LA_E_8932883_bonafide,0
LA_E_2579096_spoof_A09,1
LA_E_7828205_bonafide,0
LA_E_7557148_spoof_A08,1
LA_E_3951745_spoof_A16,1
LA_E_5741011_spoof_A07,1
LA_E_9486227_spoof_A07,1
LA_E_2804359_spoof_A15,1
LA_E_5573187_spoof_A18,1
LA_E_9649773_bonafide,0
LA_E_7729981_bonafide,0
LA_E_3884113_bonafide,0
LA_E_1868427_spoof_A18,1
LA_E_6367399_spoof_A10,1
LA_E_2397457_spoof_A09,1
LA_E_7844149_bonafide,0
LA_E_2285796_spoof_A19,1
LA_E_4194286_spoof_A17,1
LA_E_2049676_spoof_A12,1
LA_E_2616671_bonafide,0
LA_E_1233500_spoof_A12,1
LA_E_8293849_spoof_A10,1
LA_E_4191635_bonafide,0
LA_E_3498099_spoof_A08,1
LA_E_4747395_bonafide,0
LA_E_8752048_bonafide,0
LA_E_4041565_bonafide,0
LA_E_4157928_bonafide,0
LA_E_6471732_spoof_A14,1
LA_E_2875297_spoof_A08,1
LA_E_5321810_bonafide,0
LA_E_4650657_bonafide,0
LA_E_4342514_spoof_A11,1
LA_E_1758851_bonafide,0
LA_E_4449614_spoof_A16,1
LA_E_5617981_spoof_A11,1
LA_E_5982764_bonafide,0
LA_E_4338937_spoof_A19,1
LA_E_9868213_spoof_A18,1
LA_E_3559047_bonafide,0
LA_E_8104208_bonafide,0
LA_E_4193869_spoof_A15,1
LA_E_8666185_bonafide,0
LA_E_8106773_spoof_A09,1
LA_E_1095426_bonafide,0
LA_E_3066139_spoof_A12,1
LA_E_5719700_spoof_A09,1
LA_E_1329718_bonafide,0
LA_E_4924763_spoof_A18,1
LA_E_2831311_spoof_A07,1
LA_E_5427519_spoof_A11,1
LA_E_8740592_bonafide,0
LA_E_7485584_spoof_A08,1
LA_E_7583466_bonafide,0
LA_E_3818979_spoof_A16,1
LA_E_3975888_bonafide,0
LA_E_7141490_bonafide,0
LA_E_2831602_bonafide,0
LA_E_9472179_spoof_A08,1
LA_E_8727289_spoof_A17,1
LA_E_2790467_bonafide,0
LA_E_1073482_bonafide,0
LA_E_1989960_spoof_A12,1
LA_E_2383074_bonafide,0
LA_E_3144502_bonafide,0
LA_E_1320836_bonafide,0
LA_E_8353705_bonafide,0
LA_E_8978390_bonafide,0
LA_E_8853643_bonafide,0
LA_E_8808909_spoof_A14,1
LA_E_3740413_spoof_A08,1
LA_E_9439240_bonafide,0
LA_E_6290182_bonafide,0
LA_E_9289400_bonafide,0
LA_E_5474635_bonafide,0
LA_E_1474115_spoof_A14,1
LA_E_4158357_spoof_A14,1
LA_E_6067970_bonafide,0
LA_E_6908485_spoof_A17,1
LA_E_3683132_bonafide,0
LA_E_6699737_bonafide,0
LA_E_9337825_bonafide,0
LA_E_6941336_spoof_A16,1
LA_E_8182325_bonafide,0
LA_E_4087471_bonafide,0
LA_E_1935534_spoof_A10,1
LA_E_3837694_bonafide,0
LA_E_3177152_spoof_A16,1
LA_E_9300406_spoof_A19,1
LA_E_6173052_spoof_A18,1
LA_E_8388218_spoof_A15,1
LA_E_3137177_bonafide,0
LA_E_3982309_bonafide,0
LA_E_8905251_spoof_A18,1
LA_E_5500719_spoof_A17,1
LA_E_5590111_spoof_A10,1
LA_E_4573130_bonafide,0
LA_E_2992403_bonafide,0
LA_E_4749618_bonafide,0
LA_E_1059108_spoof_A07,1
LA_E_4067751_bonafide,0
LA_E_7487309_bonafide,0
LA_E_7224206_spoof_A07,1
LA_E_4229373_spoof_A10,1
LA_E_2802472_bonafide,0
LA_E_7871476_spoof_A10,1
LA_E_6450793_spoof_A07,1
LA_E_9660021_bonafide,0
LA_E_8349569_spoof_A16,1
LA_E_6899123_bonafide,0
LA_E_8986771_spoof_A07,1
LA_E_7123823_bonafide,0
LA_E_9315918_spoof_A11,1
LA_E_4367946_bonafide,0
LA_E_5083001_bonafide,0
LA_E_4897588_spoof_A10,1
LA_E_4787047_bonafide,0
LA_E_4879608_spoof_A18,1
LA_E_6345587_spoof_A15,1
LA_E_8964165_bonafide,0
LA_E_1946817_spoof_A13,1
LA_E_9481920_spoof_A18,1
LA_E_3593331_bonafide,0
LA_E_9432378_bonafide,0
LA_E_4917897_spoof_A17,1
LA_E_4177545_spoof_A15,1
LA_E_3304079_spoof_A17,1
LA_E_5160696_spoof_A19,1
LA_E_8937483_spoof_A11,1
LA_E_7198631_spoof_A08,1
LA_E_3181822_spoof_A17,1
LA_E_6937172_bonafide,0
LA_E_7198120_bonafide,0
LA_E_6841445_spoof_A16,1
LA_E_4967325_bonafide,0
LA_E_5750310_bonafide,0
LA_E_9051773_bonafide,0
LA_E_7705904_spoof_A11,1
LA_E_2282085_bonafide,0
LA_E_9558386_spoof_A12,1
LA_E_9585047_bonafide,0
LA_E_1129759_bonafide,0
LA_E_9311835_bonafide,0
LA_E_3466748_spoof_A14,1
LA_E_2570753_spoof_A09,1
LA_E_9957197_bonafide,0
LA_E_9766259_bonafide,0
LA_E_8083510_bonafide,0
LA_E_9138131_spoof_A19,1
LA_E_1727087_bonafide,0
LA_E_3369546_spoof_A07,1
LA_E_1430330_bonafide,0
LA_E_7905972_spoof_A09,1
LA_E_4679632_bonafide,0
LA_E_2036582_spoof_A08,1
LA_E_7861105_bonafide,0
LA_E_7438803_spoof_A16,1
LA_E_3113041_bonafide,0
LA_E_1210327_bonafide,0
LA_E_2854126_bonafide,0
LA_E_6434453_bonafide,0
LA_E_1303457_bonafide,0
LA_E_7329815_spoof_A13,1
LA_E_9857687_bonafide,0
LA_E_3145588_bonafide,0
LA_E_1117869_spoof_A17,1
LA_E_5700909_bonafide,0
LA_E_9694301_spoof_A17,1
LA_E_3497743_spoof_A08,1
LA_E_4648479_spoof_A16,1
LA_E_6582174_spoof_A16,1
LA_E_6807906_bonafide,0
LA_E_2785385_bonafide,0
LA_E_6706278_spoof_A11,1
LA_E_5784067_spoof_A07,1
LA_E_2760731_bonafide,0
LA_E_6803735_bonafide,0
LA_E_2461528_spoof_A16,1
LA_E_7673185_bonafide,0
LA_E_1033108_bonafide,0
LA_E_5884399_bonafide,0
LA_E_4905096_spoof_A12,1
LA_E_5950417_spoof_A12,1
LA_E_2871089_spoof_A11,1
LA_E_4645429_bonafide,0
LA_E_2929617_spoof_A07,1
LA_E_9773369_bonafide,0
LA_E_8936522_spoof_A16,1
LA_E_9035171_bonafide,0
LA_E_4110602_spoof_A08,1
LA_E_4860534_spoof_A19,1
LA_E_6272648_spoof_A15,1
LA_E_2143305_spoof_A11,1
LA_E_6265563_bonafide,0
LA_E_5582370_spoof_A10,1
LA_E_8945666_bonafide,0
LA_E_4837462_spoof_A09,1
LA_E_7866517_bonafide,0
LA_E_1826352_spoof_A09,1
LA_E_9521903_spoof_A14,1
LA_E_7429146_spoof_A09,1
LA_E_1103494_bonafide,0
LA_E_4200961_spoof_A08,1
LA_E_5741000_bonafide,0
LA_E_1007831_spoof_A17,1
LA_E_3346353_bonafide,0
LA_E_2777797_spoof_A10,1
LA_E_1275380_spoof_A13,1
LA_E_1957903_bonafide,0
LA_E_5461088_spoof_A07,1
LA_E_9103991_spoof_A15,1
LA_E_9299157_bonafide,0
LA_E_4975687_spoof_A13,1
LA_E_6531018_spoof_A11,1
LA_E_9339569_spoof_A18,1
LA_E_6276425_spoof_A08,1
LA_E_2790723_bonafide,0
LA_E_5245205_bonafide,0
LA_E_7118794_spoof_A18,1
LA_E_3150427_spoof_A17,1
LA_E_5008402_spoof_A17,1
LA_E_2349605_spoof_A12,1
LA_E_8969571_spoof_A11,1
LA_E_5637123_spoof_A12,1
LA_E_7372702_spoof_A10,1
LA_E_3762029_spoof_A14,1
LA_E_7511689_spoof_A18,1
LA_E_1945487_spoof_A10,1
LA_E_2947283_spoof_A14,1
LA_E_9981422_bonafide,0
LA_E_3191599_spoof_A15,1
LA_E_6628017_bonafide,0
LA_E_1580699_bonafide,0
LA_E_9343706_spoof_A19,1
LA_E_3437343_spoof_A19,1
LA_E_6465941_spoof_A09,1
LA_E_2278882_spoof_A07,1
LA_E_8383122_bonafide,0
LA_E_2912526_bonafide,0
LA_E_6319722_bonafide,0
LA_E_1351470_bonafide,0
LA_E_7715041_bonafide,0
LA_E_4240833_bonafide,0
LA_E_8339404_bonafide,0
LA_E_5177352_bonafide,0
LA_E_1628651_spoof_A17,1
LA_E_2421403_spoof_A09,1
LA_E_9564542_bonafide,0
LA_E_8991032_bonafide,0
LA_E_4729826_spoof_A12,1
LA_E_6904782_bonafide,0
LA_E_2421248_spoof_A16,1
LA_E_4075729_spoof_A13,1
LA_E_1309915_bonafide,0
LA_E_7951315_bonafide,0
LA_E_4217025_bonafide,0
LA_E_2352176_spoof_A10,1
LA_E_7237077_bonafide,0
LA_E_9580615_spoof_A08,1
LA_E_8215652_spoof_A18,1
LA_E_8914377_bonafide,0
LA_E_3081266_bonafide,0
LA_E_8144036_spoof_A17,1
LA_E_2164728_spoof_A16,1
LA_E_1590399_spoof_A09,1
LA_E_5994549_spoof_A11,1
LA_E_3593052_bonafide,0
LA_E_6582546_spoof_A08,1
LA_E_8881313_bonafide,0
LA_E_5317832_bonafide,0
LA_E_3722291_spoof_A12,1
LA_E_4297528_bonafide,0
LA_E_7558691_bonafide,0
LA_E_7683608_bonafide,0
LA_E_8542590_bonafide,0
LA_E_7136460_bonafide,0
LA_E_5201647_bonafide,0
LA_E_8985880_spoof_A19,1
LA_E_6813390_spoof_A13,1
LA_E_3078980_spoof_A16,1
LA_E_8414488_spoof_A18,1
LA_E_1571962_spoof_A11,1
LA_E_5003508_bonafide,0
LA_E_7607890_bonafide,0
LA_E_1004704_spoof_A17,1
LA_E_5087386_spoof_A10,1
LA_E_1523600_spoof_A16,1
LA_E_7217402_bonafide,0
LA_E_6925709_spoof_A12,1
LA_E_2889080_spoof_A08,1
LA_E_8102404_spoof_A19,1
LA_E_1853047_spoof_A14,1
LA_E_5575341_bonafide,0
LA_E_1922698_bonafide,0
LA_E_6467158_bonafide,0
LA_E_6686960_spoof_A19,1
LA_E_5922149_bonafide,0
LA_E_6627372_spoof_A08,1
LA_E_1698492_bonafide,0
LA_E_4387808_bonafide,0
